date,time,voltage,current,power,energy,frequency,power_factor,alarm,std_voltage,std_current,std_power,std_energy,std_frequency,std_power_factor,std_alarm
14/09/2023,22:14:24,241.7,0.45,96.8,5682,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:14:25,241.87,0.47,102.26,5682,50,1,0,0.07,0.01,2.22,0,0,0,0
14/09/2023,22:14:25,241.9,0.47,100.93,5682,50,1,0,0,0.02,3.17,0,0,0,0
14/09/2023,22:14:26,241.9,0.45,96.6,5682,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:14:27,242,0.44,94.2,5682,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:14:28,242,0.43,92.8,5682,50,1,0,0,0,1.02,0,0,0,0
14/09/2023,22:14:29,242,0.43,92.37,5682,50,1,0,0,0,0.46,0,0,0,0
14/09/2023,22:14:30,242,0.43,93.1,5682,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:14:31,242,0.43,92.07,5682,50,1,0,0,0,0.64,0,0,0,0
14/09/2023,22:14:32,241.96,0.45,97.18,5682,50,1,0,0.05,0.03,6.95,0,0,0,0
14/09/2023,22:14:33,241.9,0.49,104.7,5682,50,1,0,0,0.01,2.71,0,0,0,0
14/09/2023,22:14:34,241.9,0.44,94.9,5682,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:14:35,241.83,0.48,104.21,5682,50,1,0,0.05,0.03,5.81,0,0,0,0
14/09/2023,22:14:36,241.8,0.49,106.2,5682.33,50,1,0,0,0.01,2.05,0.49,0,0,0
14/09/2023,22:14:36,241.8,0.48,103.4,5683,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:14:37,241.88,0.41,88.2,5683,50,1,0,0.04,0.04,7.87,0,0,0,0
14/09/2023,22:14:38,241.9,0.38,81.6,5683,50,1,0,0,0.01,3.1,0,0,0.01,0
14/09/2023,22:14:39,241.91,0.38,79.47,5683,50,1,0,0.04,0.01,2.81,0,0,0,0
14/09/2023,22:14:40,242,0.4,86.4,5683,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:14:41,241.92,0.45,98.32,5683,50,1,0,0.04,0.02,6.17,0,0,0.01,0
14/09/2023,22:14:42,241.9,0.45,98.92,5683,50,1,0,0,0.02,4.93,0,0,0,0
14/09/2023,22:14:43,241.9,0.42,89.4,5683,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:14:44,241.9,0.4,85.93,5683,50,1,0,0,0.01,1.41,0,0,0,0
14/09/2023,22:14:45,241.9,0.42,90.84,5683,50,1,0,0,0.02,5.27,0,0,0,0
14/09/2023,22:14:46,241.88,0.45,97.38,5683,50,1,0,0.04,0.02,3.68,0,0,0,0
14/09/2023,22:14:47,241.8,0.49,104.5,5683,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:14:48,241.86,0.47,100.9,5683,50,1,0,0.05,0.02,3.04,0,0,0.01,0
14/09/2023,22:14:48,241.93,0.44,95.17,5683,50,1,0,0.05,0.02,5.72,0,0,0.01,0
14/09/2023,22:14:49,242,0.4,86,5683,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:14:50,241.91,0.44,94.4,5683,50,1,0,0.03,0.01,2.32,0,0,0,0
14/09/2023,22:14:51,241.84,0.45,97.82,5683,50,1,0,0.05,0.01,2.38,0,0,0.01,0
14/09/2023,22:14:52,241.8,0.46,98.16,5683,50,1,0,0,0,3.19,0,0,0.03,0
14/09/2023,22:14:53,241.9,0.43,92,5683,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:14:54,241.9,0.43,91.93,5683,50,1,0,0,0,0.05,0,0,0,0
14/09/2023,22:14:55,241.87,0.43,92.73,5683,50,1,0,0.05,0.01,1.22,0,0,0,0
14/09/2023,22:14:56,241.8,0.44,94.4,5683,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:14:57,241.8,0.43,93.8,5683,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:14:58,241.8,0.44,94.6,5683,50,1,0,0,0,0.59,0,0,0,0
14/09/2023,22:14:59,241.8,0.44,93.86,5683,50,1,0,0,0.02,4.42,0,0,0,0
14/09/2023,22:14:59,241.8,0.36,77.9,5683,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:00,241.95,0.39,83.47,5683,50,1,0,0.09,0.02,3.48,0,0,0,0
14/09/2023,22:15:01,241.96,0.44,93.5,5683,50,1,0,0.05,0.04,10.14,0,0,0.01,0
14/09/2023,22:15:02,241.9,0.49,105.5,5683,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:03,241.9,0.4,85.6,5683,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:04,241.9,0.41,86.81,5683,50,1,0,0,0.01,1.34,0,0,0,0
14/09/2023,22:15:05,241.89,0.42,90.09,5683,50,1,0,0.04,0.02,5,0,0,0,0
14/09/2023,22:15:06,241.8,0.48,102.4,5683,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:07,241.8,0.45,97.84,5683,50,1,0,0,0.01,2.36,0,0,0,0
14/09/2023,22:15:08,241.85,0.45,97.07,5683,50,1,0,0.05,0,0.41,0,0,0.01,0
14/09/2023,22:15:09,241.9,0.45,97.5,5683,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:10,241.9,0.42,91.04,5683,50,1,0,0,0.01,0.91,0,0,0,0
14/09/2023,22:15:11,241.9,0.44,92.8,5683.53,50,1,0,0,0,0,0.52,0,0,0
14/09/2023,22:15:12,241.9,0.42,90.89,5684,50,1,0,0,0.01,0.77,0,0,0,0
14/09/2023,22:15:13,241.9,0.45,97.11,5684,50,1,0,0,0.03,6.3,0,0,0,0
14/09/2023,22:15:14,241.9,0.46,99.86,5684,50,1,0,0,0.03,6.09,0,0,0,0
14/09/2023,22:15:15,241.9,0.41,88.1,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:16,241.9,0.4,86.78,5684,50,1,0,0,0.01,1.12,0,0,0,0
14/09/2023,22:15:17,241.9,0.4,86.7,5684,50,1,0,0,0.01,1.37,0,0,0,0
14/09/2023,22:15:17,241.9,0.41,88.9,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:18,241.9,0.39,82.74,5684,50,1,0,0,0.01,1.7,0,0,0,0
14/09/2023,22:15:19,241.9,0.4,85.72,5684,50,1,0,0,0.01,2.89,0,0,0,0
14/09/2023,22:15:20,241.9,0.41,88,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:21,241.8,0.41,87.8,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:22,241.8,0.41,88,5684,50,1,0,0,0,0.15,0,0,0,0
14/09/2023,22:15:23,241.8,0.42,91.47,5684,50,1,0,0,0.02,4.93,0,0,0,0
14/09/2023,22:15:24,241.8,0.45,98.2,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:25,241.9,0.39,84.2,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:26,241.9,0.4,85.12,5684,50,1,0,0,0.01,1.17,0,0,0,0
14/09/2023,22:15:27,241.9,0.4,86.72,5684,50,1,0,0,0,0.85,0,0,0,0
14/09/2023,22:15:28,241.9,0.42,89.8,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:28,241.9,0.41,88.55,5684,50,1,0,0,0,0.78,0,0,0,0
14/09/2023,22:15:29,241.9,0.4,86.66,5684,50,1,0,0,0.01,1.83,0,0,0,0
14/09/2023,22:15:30,241.9,0.39,84.5,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:31,241.9,0.38,81.8,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:32,241.85,0.39,82.64,5684,50,1,0,0.05,0.01,0.93,0,0,0.01,0
14/09/2023,22:15:33,241.8,0.39,84.49,5684,50,1,0,0,0.01,2.36,0,0,0.01,0
14/09/2023,22:15:34,241.8,0.42,90.3,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:35,241.8,0.39,83.02,5684,50,1,0,0,0.01,3.77,0,0,0.01,0
14/09/2023,22:15:36,241.84,0.38,82.24,5684,50,1,0,0.05,0,1.32,0,0,0.01,0
14/09/2023,22:15:37,241.9,0.39,83.8,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:38,241.81,0.43,92.12,5684,50,1,0,0.04,0.02,3.38,0,0,0,0
14/09/2023,22:15:39,241.69,0.41,89.03,5684,50,1,0,0.1,0.02,4.23,0,0,0,0
14/09/2023,22:15:39,241.58,0.39,84.18,5684,50,1,0,0.04,0.01,2.11,0,0,0,0
14/09/2023,22:15:40,241.5,0.37,80.1,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:41,241.67,0.36,77.24,5684,50,1,0,0.07,0,1.16,0,0,0,0
14/09/2023,22:15:42,241.73,0.36,76.67,5684,50,1,0,0.05,0,0.23,0,0,0,0
14/09/2023,22:15:43,241.8,0.35,76.3,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:44,241.8,0.35,74.25,5684,50,1,0,0,0,0.57,0,0,0,0
14/09/2023,22:15:45,241.8,0.38,81.48,5684,50,1,0,0,0.03,6.24,0,0,0,0
14/09/2023,22:15:46,241.8,0.39,83.5,5684,50,1,0,0,0.03,6,0,0,0,0
14/09/2023,22:15:47,241.8,0.33,71.9,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:48,241.8,0.36,76.9,5684,50,1,0,0,0.02,3.66,0,0,0,0
14/09/2023,22:15:49,241.83,0.37,78.67,5684,50,1,0,0.05,0,1.07,0,0,0,0
14/09/2023,22:15:50,241.9,0.36,77.2,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:50,242,0.38,82.5,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:51,241.94,0.38,81.3,5684,50,1,0,0.05,0,1.01,0,0,0.01,0
14/09/2023,22:15:52,241.9,0.37,79.35,5684,50,1,0,0,0.01,1.97,0,0,0,0
14/09/2023,22:15:53,241.9,0.35,76.2,5684,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:54,241.83,0.34,73.56,5684,50,1,0,0.05,0.01,1.65,0,0,0,0
14/09/2023,22:15:55,241.8,0.36,77.17,5684,50,1,0,0,0.03,6.68,0,0,0,0
14/09/2023,22:15:56,241.8,0.4,86.3,5684.47,50,1,0,0,0,0,0.52,0,0,0
14/09/2023,22:15:57,241.9,0.34,72.6,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:15:58,241.83,0.35,74.93,5685,50,1,0,0.05,0.01,1.71,0,0,0,0
14/09/2023,22:15:59,241.79,0.35,75.63,5685,50,1,0,0.04,0.01,1.23,0,0,0,0
14/09/2023,22:16:00,241.7,0.34,72.6,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:01,241.7,0.34,71.96,5685,50,1,0,0,0,0.33,0,0,0,0
14/09/2023,22:16:01,241.7,0.33,71.2,5685,50,1,0,0,0,0.76,0,0,0,0
14/09/2023,22:16:02,241.7,0.33,70.27,5685,50,1,0,0,0,0.13,0,0,0,0
14/09/2023,22:16:03,241.7,0.33,69.8,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:04,241.79,0.33,70.31,5685,50,1,0,0.1,0,0.57,0,0,0,0
14/09/2023,22:16:05,241.87,0.34,72.83,5685,50,1,0,0.07,0.02,5.1,0,0,0,0
14/09/2023,22:16:06,241.7,0.39,85.4,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:07,241.7,0.36,76.28,5685,50,1,0,0,0.02,4.72,0,0,0,0
14/09/2023,22:16:08,241.7,0.35,74.7,5685,50,1,0,0,0,0.77,0,0,0,0
14/09/2023,22:16:09,241.7,0.36,75.69,5685,50,1,0,0,0,0.49,0,0,0,0
14/09/2023,22:16:10,241.7,0.36,76.9,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:11,241.7,0.35,74.34,5685,50,1,0,0,0.01,2.48,0,0,0.01,0
14/09/2023,22:16:12,241.68,0.35,73.86,5685,50,1,0,0.04,0.02,3.64,0,0,0,0
14/09/2023,22:16:12,241.6,0.38,80.9,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:13,241.69,0.36,78.13,5685,50,1,0,0.04,0.01,1.13,0,0,0,0
14/09/2023,22:16:14,241.7,0.36,76.63,5685,50,1,0,0,0.01,1.19,0,0,0.01,0
14/09/2023,22:16:15,241.7,0.35,75.4,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:16,241.61,0.36,75.68,5685,50,1,0,0.03,0,0.08,0,0,0,0
14/09/2023,22:16:17,241.54,0.39,83.02,5685,50,1,0,0.05,0.03,6.19,0,0,0.01,0
14/09/2023,22:16:18,241.53,0.4,84.86,5685,50,1,0,0.05,0.03,5.22,0,0,0,0
14/09/2023,22:16:19,241.6,0.36,76.5,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:20,241.6,0.37,79.58,5685,50,1,0,0,0,0.85,0,0,0,0
14/09/2023,22:16:21,241.6,0.37,79.13,5685,50,1,0,0,0.01,0.98,0,0,0,0
14/09/2023,22:16:22,241.6,0.36,77.8,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:23,241.6,0.34,72.3,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:23,241.6,0.34,71.77,5685,50,1,0,0,0,0.39,0,0,0,0
14/09/2023,22:16:24,241.63,0.34,72.06,5685,50,1,0,0.05,0,0.96,0,0,0,0
14/09/2023,22:16:25,241.7,0.34,73.6,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:26,241.7,0.34,72.94,5685,50,1,0,0,0,0.41,0,0,0,0
14/09/2023,22:16:27,241.7,0.36,77.82,5685,50,1,0,0,0.03,6.49,0,0,0,0
14/09/2023,22:16:28,241.71,0.4,85.39,5685,50,1,0,0.03,0,0.41,0,0,0,0
14/09/2023,22:16:29,241.8,0.39,83.9,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:30,241.73,0.43,92.04,5685,50,1,0,0.05,0.03,5.08,0,0,0,0
14/09/2023,22:16:31,241.73,0.43,92.13,5685,50,1,0,0.05,0.02,4.2,0,0,0,0
14/09/2023,22:16:32,241.8,0.4,86.4,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:33,241.64,0.38,82.48,5685,50,1,0,0.08,0.01,2.03,0,0,0,0
14/09/2023,22:16:34,241.65,0.37,80.15,5685,50,1,0,0.05,0.01,1.5,0,0,0,0
14/09/2023,22:16:34,241.69,0.37,78.59,5685,50,1,0,0.03,0,0.05,0,0,0,0
14/09/2023,22:16:35,241.6,0.37,78.4,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:36,241.6,0.37,79.87,5685,50,1,0,0,0,0.92,0,0,0,0
14/09/2023,22:16:37,241.6,0.39,83.92,5685,50,1,0,0,0.03,7.29,0,0,0,0
14/09/2023,22:16:38,241.6,0.46,98,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:39,241.69,0.4,85.78,5685,50,1,0,0.04,0.02,4.96,0,0,0,0
14/09/2023,22:16:40,241.7,0.41,87.63,5685,50,1,0,0,0.02,3.61,0,0,0,0
14/09/2023,22:16:41,241.7,0.42,90.11,5685,50,1,0,0,0.01,2.08,0,0,0,0
14/09/2023,22:16:42,241.7,0.39,85,5685,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:43,241.7,0.38,81.28,5685,50,1,0,0,0.01,3.14,0,0,0.01,0
14/09/2023,22:16:44,241.7,0.37,79.65,5685.07,50,1,0,0,0.01,1.46,0.26,0,0,0
14/09/2023,22:16:45,241.7,0.38,82,5686,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:45,241.79,0.38,80.69,5686,50,1,0,0.03,0,0.36,0,0,0,0
14/09/2023,22:16:46,241.74,0.37,79.34,5686,50,1,0,0.05,0.01,1.06,0,0,0,0
14/09/2023,22:16:47,241.7,0.37,79.14,5686,50,1,0,0,0.01,1.32,0,0,0,0
14/09/2023,22:16:48,241.7,0.38,81.7,5686,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:49,241.77,0.4,86.43,5686,50,1,0,0.05,0.02,3.46,0,0,0,0
14/09/2023,22:16:50,241.77,0.42,91,5686,50,1,0,0.05,0.01,3.22,0,0,0,0
14/09/2023,22:16:51,241.7,0.44,95.4,5686,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:52,241.7,0.4,86.3,5686,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:53,241.7,0.44,94.57,5686,50,1,0,0,0.03,6.05,0,0,0,0
14/09/2023,22:16:54,241.7,0.45,97.85,5686,50,1,0,0,0.02,3.28,0,0,0,0
14/09/2023,22:16:55,241.7,0.4,86,5686,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:56,241.63,0.39,83.8,5686,50,1,0,0.05,0.01,1.37,0,0,0,0
14/09/2023,22:16:56,241.6,0.38,82.08,5686,50,1,0,0,0.01,1.17,0,0,0,0
14/09/2023,22:16:57,241.6,0.38,80.98,5686,50,1,0,0,0,1.08,0,0,0,0
14/09/2023,22:16:58,241.6,0.39,84.9,5686,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:16:59,241.6,0.41,88.54,5686,50,1,0,0,0.02,4.03,0,0,0,0
14/09/2023,22:17:00,241.61,0.43,92.65,5686,50,1,0,0.04,0,0.14,0,0,0,0
14/09/2023,22:17:01,241.7,0.43,92.3,5686,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:02,241.78,0.4,85.74,5686,50,1,0,0.04,0.02,3.4,0,0,0,0
14/09/2023,22:17:03,241.75,0.39,83.45,5686,50,1,0,0.05,0,0.72,0,0,0,0
14/09/2023,22:17:04,241.7,0.38,82.7,5686,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:05,241.7,0.38,82.14,5686,50,1,0,0,0,0.15,0,0,0,0
14/09/2023,22:17:06,241.7,0.38,81.3,5686,50,1,0,0,0,0.77,0,0,0,0
14/09/2023,22:17:07,241.7,0.38,80.68,5686,50,1,0,0,0,0.17,0,0,0,0
14/09/2023,22:17:07,241.7,0.38,81,5686,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:08,241.61,0.36,77.36,5686,50,1,0,0.04,0.01,1.48,0,0,0,0
14/09/2023,22:17:09,241.65,0.38,82.77,5686,50,1,0,0.05,0.03,5.78,0,0,0,0
14/09/2023,22:17:10,241.7,0.41,88,5686,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:11,241.7,0.37,78.76,5686,50,1,0,0,0.01,2.56,0,0,0,0
14/09/2023,22:17:12,241.76,0.35,75.94,5686,50,1,0,0.05,0.01,1.83,0,0,0.01,0
14/09/2023,22:17:13,241.8,0.34,73.25,5686,50,1,0,0,0.01,2.15,0,0,0.01,0
14/09/2023,22:17:14,241.8,0.33,69.8,5686,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:15,241.61,0.4,86.23,5686,50,1,0,0.05,0.02,4.54,0,0,0,0
14/09/2023,22:17:16,241.67,0.4,86.53,5686,50,1,0,0.1,0.01,1.27,0,0,0,0
14/09/2023,22:17:17,241.8,0.39,84.8,5686,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:18,241.7,0.39,83.7,5686,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:18,241.77,0.39,84.43,5686,50,1,0,0.05,0,0.54,0,0,0,0
14/09/2023,22:17:19,241.73,0.39,82.87,5686,50,1,0,0.1,0.01,2.83,0,0,0,0
14/09/2023,22:17:20,241.6,0.37,79,5686,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:21,241.67,0.39,83.84,5686,50,1,0,0.05,0.02,3.02,0,0,0,0
14/09/2023,22:17:22,241.7,0.42,89.88,5686,50,1,0,0,0.02,5.43,0,0,0.01,0
14/09/2023,22:17:23,241.71,0.43,94.57,5687,50,1,0,0.05,0.03,6.71,0,0,0.01,0
14/09/2023,22:17:24,241.9,0.33,70.3,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:25,241.83,0.34,73.45,5687,50,1,0,0.05,0.01,1.97,0,0,0,0
14/09/2023,22:17:26,241.79,0.36,79.24,5687,50,1,0,0.04,0.02,5.88,0,0,0.05,0
14/09/2023,22:17:27,241.7,0.4,86.2,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:28,241.78,0.38,81.24,5687,50,1,0,0.04,0.01,2.57,0,0,0,0
14/09/2023,22:17:29,241.71,0.39,82.15,5687,50,1,0,0.1,0.01,2.38,0,0,0,0
14/09/2023,22:17:29,241.63,0.4,84.48,5687,50,1,0,0.07,0.01,0.32,0,0,0.01,0
14/09/2023,22:17:30,241.8,0.38,83.7,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:31,241.72,0.41,87.46,5687,50,1,0,0.04,0.01,1.95,0,0,0.01,0
14/09/2023,22:17:32,241.7,0.43,91.94,5687,50,1,0,0,0.03,7.33,0,0,0.01,0
14/09/2023,22:17:33,241.7,0.49,106.1,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:34,241.7,0.43,91.97,5687,50,1,0,0,0.02,5.74,0,0,0,0
14/09/2023,22:17:35,241.75,0.4,86.28,5687,50,1,0,0.05,0.02,3.41,0,0,0,0
14/09/2023,22:17:36,241.8,0.39,82.98,5687,50,1,0,0,0,0.46,0,0,0,0
14/09/2023,22:17:37,241.8,0.38,82.1,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:38,241.74,0.42,88.64,5687,50,1,0,0.05,0.03,5.53,0,0,0,0
14/09/2023,22:17:39,241.7,0.42,89.77,5687,50,1,0,0,0.03,5.54,0,0,0,0
14/09/2023,22:17:40,241.7,0.38,80.9,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:41,241.61,0.4,85.75,5687,50,1,0,0.03,0.01,1.34,0,0,0,0
14/09/2023,22:17:41,241.6,0.43,91.68,5687,50,1,0,0,0.02,4.72,0,0,0,0
14/09/2023,22:17:42,241.6,0.45,95.4,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:43,241.6,0.39,85.3,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:44,241.6,0.42,89.83,5687,50,1,0,0,0.02,3.32,0,0,0.01,0
14/09/2023,22:17:45,241.57,0.43,91.6,5687,50,1,0,0.05,0.01,0.73,0,0,0,0
14/09/2023,22:17:46,241.5,0.42,90.6,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:47,241.6,0.45,96.4,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:48,241.53,0.42,89.67,5687,50,1,0,0.05,0.02,4.93,0,0,0,0
14/09/2023,22:17:49,241.51,0.41,86.88,5687,50,1,0,0.03,0.01,2.25,0,0,0,0
14/09/2023,22:17:50,241.6,0.44,95,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:51,241.53,0.41,87.81,5687,50,1,0,0.05,0.02,4.49,0,0,0,0
14/09/2023,22:17:51,241.54,0.39,84.04,5687,50,1,0,0.05,0.01,1.47,0,0,0,0
14/09/2023,22:17:52,241.6,0.39,83.21,5687,50,1,0,0,0.02,3.51,0,0,0,0
14/09/2023,22:17:53,241.6,0.45,95.9,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:54,241.6,0.44,95.2,5687,50,1,0,0,0.01,0.77,0,0,0.01,0
14/09/2023,22:17:55,241.6,0.43,93.15,5687,50,1,0,0,0.01,3.31,0,0,0,0
14/09/2023,22:17:56,241.6,0.4,85,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:17:57,241.6,0.41,88.2,5687,50,1,0,0,0,1.66,0,0,0.01,0
14/09/2023,22:17:58,241.55,0.42,90.45,5687,50,1,0,0.05,0.01,1.6,0,0,0.01,0
14/09/2023,22:17:59,241.5,0.43,92.1,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:18:00,241.59,0.38,81.7,5687,50,1,0,0.04,0.02,4.22,0,0,0,0
14/09/2023,22:18:01,241.55,0.39,83.78,5687,50,1,0,0.05,0.01,3.56,0,0,0.01,0
14/09/2023,22:18:02,241.52,0.39,83.74,5687,50,1,0,0.04,0.03,6.75,0,0,0.01,0
14/09/2023,22:18:02,241.6,0.33,70.7,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:18:03,241.6,0.38,81.19,5687,50,1,0,0,0.02,4.26,0,0,0,0
14/09/2023,22:18:04,241.6,0.39,83.97,5687,50,1,0,0,0,1.14,0,0,0.02,0
14/09/2023,22:18:05,241.6,0.39,85,5687,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:18:06,241.6,0.35,74.17,5687.07,50,1,0,0,0.01,3,0.26,0,0.01,0
14/09/2023,22:18:07,241.66,0.35,75.92,5688,50,1,0,0.05,0.01,2.13,0,0,0.01,0
14/09/2023,22:18:08,241.67,0.35,75.76,5688,50,1,0,0.05,0.01,3.16,0,0,0,0
14/09/2023,22:18:10,241.6,0.32,68.54,5688,50,1,0,0,0.01,1.83,0,0,0,0
14/09/2023,22:18:11,241.61,0.32,67.13,5688,50,1,0,0.03,0,0.13,0,0,0,0
14/09/2023,22:18:11,241.7,0.32,67.6,5688,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:18:12,241.7,0.31,66.87,5688,50,1,0,0,0,0.46,0,0,0,0
14/09/2023,22:18:13,241.7,0.34,71.8,5688,50,1,0,0,0.03,6.59,0,0,0,0
14/09/2023,22:18:14,241.7,0.38,79.71,5688,50,1,0,0,0,0.44,0,0,0.01,0
14/09/2023,22:18:15,241.7,0.38,81.3,5688,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:18:16,241.7,0.36,76.96,5688,50,1,0,0,0.02,4.8,0,0,0.01,0
14/09/2023,22:18:17,241.71,0.34,71.81,5688,50,1,0,0.04,0,0.49,0,0,0,0
14/09/2023,22:18:18,241.8,0.33,70.6,5688,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:18:19,241.72,0.32,68.04,5688,50,1,0,0.04,0.01,1.32,0,0,0,0
14/09/2023,22:18:20,241.65,0.31,66.98,5688,50,1,0,0.05,0,0.46,0,0,0,0
14/09/2023,22:18:21,241.6,0.31,66.5,5688,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:18:22,241.69,0.31,67.11,5688,50,1,0,0.04,0,0.25,0,0,0,0
14/09/2023,22:18:22,241.7,0.33,71.2,5688,50,1,0,0,0.02,3.87,0,0,0,0
14/09/2023,22:18:23,241.7,0.35,74.2,5688,50,1,0,0,0,1.04,0,0,0,0
14/09/2023,22:18:24,241.7,0.34,72.2,5688,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:18:25,241.61,0.38,80.52,5688,50,1,0,0.04,0.02,3.38,0,0,0,0
14/09/2023,22:18:26,241.65,0.39,82.81,5688,50,1,0,0.05,0,0.98,0,0,0,0
14/09/2023,22:18:27,241.7,0.39,83.7,5688,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:18:28,241.61,0.34,72.69,5688,50,1,0,0.03,0.01,3.05,0,0,0,0
14/09/2023,22:18:29,241.72,0.32,68.3,5688,50,1,0,0.1,0.01,3.04,0,0,0.01,0
14/09/2023,22:18:30,241.8,0.31,65.87,5688,50,1,0,0,0,0.05,0,0,0,0
14/09/2023,22:18:31,241.8,0.31,65.8,5688,50,1,0,0,0,0,0,0,0,0
14/09/2023,22:18:32,241.8,0.31,67.01,5688,50,1,0,0,0,0.34,0,0,0,0
14/09/2023,22:18:33,241.8,0.31,66.6,5688,50,1,0,0,0,0.73,0,0,0,0
14/09/2023,22:18:33,241.8,0.31,65.6,5688,50,1,0,0,0,0,0,0,0,0
