2023-08-23,10:55:35,244.4,0.07,4.0,4254.0,50.0,0.24,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:55:36,244.5,0.06,3.6,4254.0,50.0,0.23,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:55:37,244.5,0.06,3.54,4254.0,50.0,0.22,0.0,0.0,0.0,0.05,0.0,-0.0,0.01,0.0
2023-08-23,10:55:38,244.5,0.06,3.47,4254.0,50.0,0.22,0.0,0.0,0.0,0.05,0.0,-0.0,0.0,0.0
2023-08-23,10:55:39,244.5,0.07,3.53,4254.0,50.0,0.22,0.0,0.0,0.01,0.35,0.0,-0.0,0.0,0.0
2023-08-23,10:55:40,244.5,0.08,4.4,4254.0,50.0,0.23,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:55:41,244.5,0.13,16.63,4254.0,50.0,0.52,0.0,0.0,0.01,3.38,0.0,-0.0,0.08,0.0
2023-08-23,10:55:42,244.5,0.13,17.55,4254.0,50.0,0.54,0.0,0.0,0.0,0.05,0.0,-0.0,0.0,0.0
2023-08-23,10:55:43,244.47,0.13,17.57,4254.0,50.0,0.54,0.0,0.05,0.0,0.05,0.0,-0.0,0.0,0.0
2023-08-23,10:55:44,244.4,0.13,17.5,4254.0,50.0,0.54,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:55:45,244.4,0.13,17.5,4254.0,50.0,0.54,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:55:46,244.31,0.13,17.5,4254.0,50.0,0.54,0.0,0.04,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:55:47,244.3,0.13,17.5,4254.0,50.0,0.54,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:55:48,244.3,0.13,17.48,4254.0,50.0,0.54,0.0,0.0,0.0,0.04,0.0,-0.0,0.0,0.0
2023-08-23,10:55:49,244.3,0.13,17.4,4254.0,50.0,0.54,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:55:50,244.39,0.13,17.4,4254.0,50.0,0.54,0.0,0.03,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:55:51,244.33,0.13,17.47,4254.0,50.0,0.54,0.0,0.05,0.0,0.05,0.0,-0.0,0.0,0.0
2023-08-23,10:55:52,244.3,0.13,17.45,4254.0,50.0,0.54,0.0,0.0,0.0,0.05,0.0,-0.0,0.0,0.0
2023-08-23,10:55:53,244.3,0.13,17.4,4254.0,50.0,0.54,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:55:54,244.3,0.13,17.5,4254.0,50.0,0.54,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:55:55,244.3,0.13,17.42,4254.0,50.0,0.54,0.0,0.0,0.0,0.04,0.0,-0.0,0.0,0.0
2023-08-23,10:55:56,244.35,0.13,17.45,4254.0,50.0,0.54,0.0,0.05,0.0,0.05,0.0,-0.0,0.0,0.0
2023-08-23,10:55:57,244.4,0.13,17.47,4254.0,50.0,0.54,0.0,0.0,0.0,0.05,0.0,-0.0,0.0,0.0
2023-08-23,10:55:58,244.4,0.13,17.4,4254.0,50.0,0.54,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:55:59,244.4,0.13,17.4,4254.0,50.0,0.54,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:56:00,244.4,0.13,17.4,4254.0,50.0,0.54,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:56:01,244.35,0.13,17.4,4254.0,50.0,0.54,0.0,0.05,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:56:02,244.3,0.13,17.43,4254.0,50.0,0.54,0.0,0.0,0.0,0.05,0.0,-0.0,0.0,0.0
2023-08-23,10:56:03,244.3,0.13,17.5,4254.0,50.0,0.54,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0
2023-08-23,10:56:04,244.21,0.13,17.41,4254.0,50.0,0.54,0.0,0.04,0.0,0.04,0.0,-0.0,0.0,0.0
2023-08-23,10:56:05,244.26,0.13,17.46,4254.0,50.0,0.54,0.0,0.05,0.0,0.05,0.0,-0.0,0.0,0.0
