Date,Time,Voltage,Current,Power,Energy,Frequency,power_factor,alarm,std_voltage,std_current,std_power,std_energy,std_frequency,std_power_factor,std_alarm,Label Phase
04/08/2023,0:41:42,244.5,0,0.71,3948,50,1,0,0,0,0.03,0,0,0,0,
04/08/2023,0:41:43,244.5,0,0.8,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:41:43,244.43,0,0.8,3948,50,1,0,0.05,0,0,0,0,0,0,
04/08/2023,0:41:44,244.47,0,0.77,3948,50,1,0,0.1,0,0.05,0,0,0,0,
04/08/2023,0:41:45,244.6,0,0.7,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:41:46,244.6,0,0.7,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:41:47,244.56,0,0.7,3948,50,1,0,0.05,0,0,0,0,0,0,
04/08/2023,0:41:48,244.5,0,0.7,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:41:49,244.5,0,0.7,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:41:50,244.5,0,0.7,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:41:51,244.49,0,0.7,3948,50,1,0,0.04,0,0,0,0,0,0,
04/08/2023,0:41:52,244.4,0,0.7,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:41:53,244.48,0,0.7,3948,50,1,0,0.04,0,0,0,0,0,0,
04/08/2023,0:41:53,244.46,0,0.7,3948,50,1,0,0.05,0,0,0,0,0,0,
04/08/2023,0:41:54,244.41,0,0.7,3948,50,1,0,0.03,0,0,0,0,0,0,
04/08/2023,0:41:55,244.5,0,0.7,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:41:56,244.5,0,0.7,3948,49.97,1,0,0,0,0,0,0.05,0,0,
04/08/2023,0:41:57,244.49,0,0.7,3948,49.99,1,0,0.04,0,0,0,0.04,0,0,
04/08/2023,0:41:58,244.4,0,0.7,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:41:59,244.4,0,0.78,3948,49.95,1,0,0,0,0.04,0,0.05,0,0,
04/08/2023,0:42:00,244.45,0,0.8,3948,50,1,0,0.05,0,0,0,0,0,0,
04/08/2023,0:42:01,244.5,0,0.79,3948,49.97,1,0,0,0,0.03,0,0.05,0,0,
04/08/2023,0:42:02,244.41,0,0.7,3948,49.95,1,0,0.04,0,0,0,0.05,0,0,
04/08/2023,0:42:03,244.4,0,0.7,3948,49.98,1,0,0,0,0,0,0.04,0,0,
04/08/2023,0:42:04,244.4,0,0.7,3948,49.99,1,0,0,0,0,0,0.04,0,0,
04/08/2023,0:42:04,244.4,0,0.7,3948,49.97,1,0,0,0,0,0,0.05,0,0,
04/08/2023,0:42:05,244.48,0,0.78,3948,49.97,1,0,0.04,0,0.04,0,0.05,0,0,
04/08/2023,0:42:06,244.45,0,1.08,3948,49.97,1,0,0.05,0,0.31,0,0.05,0,0,
04/08/2023,0:42:07,244.4,0,1.4,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:42:08,244.49,0,1.49,3948,49.95,1,0,0.04,0,0.04,0,0.05,0,0,
04/08/2023,0:42:09,244.45,0,1.45,3948,49.98,1,0,0.05,0,0.05,0,0.04,0,0,
04/08/2023,0:42:10,244.42,0,1.4,3948,50,1,0,0.04,0,0,0,0,0,0,
04/08/2023,0:42:11,244.5,0,1.4,3948,49.98,1,0,0,0,0,0,0.04,0,0,
04/08/2023,0:42:12,244.5,0,1.4,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:42:13,244.5,0,1.4,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:42:14,244.5,0,1.4,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:42:14,244.5,0.02,4.29,3948,50,0.73,0,0,0.01,0.8,0,0,0.07,0,
04/08/2023,0:42:15,244.45,0.03,6.47,3948,50,0.8,0,0.05,0.01,1.91,0,0,0.09,0,
04/08/2023,0:42:16,244.42,0.04,8.2,3948,50,0.88,0,0.04,0,0,0,0,0,0,
04/08/2023,0:42:17,244.5,0.04,8.2,3948,50,0.88,0,0,0,0,0,0,0,0,
04/08/2023,0:42:18,244.26,0.45,99.16,3948,50,0.89,0,0.2,0.35,76.88,0,0,0.01,0,
04/08/2023,0:42:19,244.15,0.63,142.68,3948,50,0.93,0,0.09,0.16,29.39,0,0,0.05,0,
04/08/2023,0:42:20,244.3,0.38,95.6,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:42:21,244.11,0.77,172.6,3948,50,0.92,0,0.05,0.11,21.3,0,0,0.02,0,
04/08/2023,0:42:22,244.22,0.5,117.14,3948,50,0.96,0,0.1,0.26,51.52,0,0,0.05,0,
04/08/2023,0:42:23,244.32,0.25,62.82,3948,50,0.97,0,0.04,0.11,28.32,0,0,0.05,0,
04/08/2023,0:42:24,244.4,0.04,8.1,3948,50,0.87,0,0,0,0,0,0,0,0,
04/08/2023,0:42:24,244.4,0.04,8.17,3948,50,0.88,0,0,0,0.05,0,0,0,0,
04/08/2023,0:42:25,244.4,0.04,8.17,3948,50,0.88,0,0,0,0.05,0,0,0,0,
04/08/2023,0:42:26,244.4,0.04,8.1,3948,50,0.87,0,0,0,0,0,0,0,0,
04/08/2023,0:42:27,244.49,0.04,8.1,3948,50,0.87,0,0.03,0,0,0,0,0,0,
04/08/2023,0:42:28,244.38,0.19,42.18,3948,50,0.89,0,0.1,0.13,28.8,0,0,0.02,0,
04/08/2023,0:42:29,244.3,0.29,64.9,3948,50,0.91,0,0,0,0,0,0,0,0,
04/08/2023,0:42:30,244.2,0.6,130.5,3948,50,0.88,0,0,0,0,0,0,0,0,
04/08/2023,0:42:31,243.8,1.17,267.9,3948,50,0.93,0,0.29,0.41,100.57,0,0,0.04,0,
04/08/2023,0:42:32,243.81,1.13,258.44,3948,50,0.9,0,0.37,0.55,134.16,0,0,0.11,0,
04/08/2023,0:42:33,244.4,0.25,43.5,3948,50,0.73,0,0,0,0,0,0,0,0,
04/08/2023,0:42:34,243.56,1.4,339.65,3948,50,0.98,0,0.23,0.32,81.93,0,0,0.07,0,
04/08/2023,0:42:34,243.78,1.05,255.28,3948,50,1,0,0.35,0.56,133.77,0,0,0,0,
04/08/2023,0:42:35,244.2,0.39,97,3948,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:42:36,243.7,1.36,308.9,3948.6,50,0.93,0,0,0,0,0.51,0,0,0,
04/08/2023,0:42:37,243.97,0.95,224.37,3949,50,0.97,0,0.2,0.3,61.87,0,0,0.03,0,
04/08/2023,0:42:38,244.1,0.82,194.33,3949,50,0.97,0,0,0.11,17.91,0,0,0.03,0,
04/08/2023,0:42:39,244.1,0.97,218.8,3949,50,0.92,0,0,0,0,0,0,0,0,
04/08/2023,0:42:40,244.03,1.08,268.92,3949,50,0.99,0,0.05,0.07,13.87,0,0,0.02,0,
04/08/2023,0:42:41,244.08,0.93,220.1,3949,50,0.96,0,0.1,0.24,66.43,0,0,0.05,0,
04/08/2023,0:42:42,244.2,0.65,141.5,3949,50,0.9,0,0,0,0,0,0,0,0,
04/08/2023,0:42:43,243.8,1.46,340.2,3949,50,0.96,0,0,0,0,0,0,0,0,
04/08/2023,0:42:44,244.2,0.67,146.4,3949,50,0.82,0,0.29,0.58,141.85,0,0,0.1,0,
04/08/2023,0:42:45,244.17,0.68,153.43,3949,50,0.83,0,0.34,0.6,152.14,0,0,0.12,0,
04/08/2023,0:42:45,243.7,1.49,361.3,3949,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:42:46,244.07,0.67,164.55,3949,50,1,0,0.23,0.51,122.81,0,0,0,0,
04/08/2023,0:42:47,243.96,0.77,181.36,3949,50,0.97,0,0.3,0.51,112.02,0,0,0.04,0,
04/08/2023,0:42:48,243.6,1.38,313.9,3949,50,0.93,0,0,0,0,0,0,0,0,
04/08/2023,0:42:49,244,0.74,182.1,3949,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:42:50,243.87,0.92,211.5,3949,50,0.95,0,0.1,0.13,21.52,0,0,0.04,0,
04/08/2023,0:42:51,243.8,1.01,230.35,3949,50,0.93,0,0,0.02,10.94,0,0,0.02,0,
04/08/2023,0:42:52,243.8,1.07,257.3,3949.2,50,0.99,0,0,0,0,0.41,0,0,0,
04/08/2023,0:42:53,244.12,0.71,159.54,3950,50,0.91,0,0.17,0.18,50.6,0,0,0.04,0,
04/08/2023,0:42:54,244,0.95,217.1,3950,50,0.92,0,0.25,0.42,103.95,0,0,0.04,0,
04/08/2023,0:42:55,243.74,1.37,320.68,3950,50,0.95,0,0.15,0.3,75.21,0,0,0.06,0,
04/08/2023,0:42:55,244.3,0.27,48.8,3950,50,0.73,0,0,0,0,0,0,0,0,
04/08/2023,0:42:56,244.02,0.84,193,3950,50,0.85,0,0.31,0.62,159.57,0,0,0.13,0,
04/08/2023,0:42:57,243.78,1.33,322.48,3950,50,0.99,0,0.21,0.39,93.21,0,0,0,0,
04/08/2023,0:42:58,244.3,0.37,92.9,3950,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:42:59,243.82,1.16,265.78,3950,50,0.94,0,0.25,0.41,89.47,0,0,0.03,0,
04/08/2023,0:43:00,243.79,1.06,246.37,3950,50,0.96,0,0.1,0.33,69.3,0,0,0.04,0,
04/08/2023,0:43:01,243.89,0.74,178.21,3950,50,0.99,0,0.03,0.07,13.22,0,0,0.02,0,
04/08/2023,0:43:02,243.8,1,226,3950,50,0.92,0,0,0,0,0,0,0,0,
04/08/2023,0:43:03,243.8,1.04,244.19,3950,50,0.96,0,0,0.04,17.61,0,0,0.04,0,
04/08/2023,0:43:04,243.84,1.02,244.71,3950,50,0.98,0,0.11,0.15,40.61,0,0,0.03,0,
04/08/2023,0:43:05,244.1,0.66,144.7,3950,50,0.9,0,0,0,0,0,0,0,0,
04/08/2023,0:43:05,243.7,1.28,301.58,3950,50,0.96,0,0.21,0.32,81.19,0,0,0.03,0,
04/08/2023,0:43:06,243.93,0.91,206.49,3950,50,0.86,0,0.36,0.59,148.62,0,0,0.12,0,
04/08/2023,0:43:07,244.3,0.3,53,3950,50,0.73,0,0,0,0,0,0,0,0,
04/08/2023,0:43:08,243.65,1.39,335.89,3950,50,0.97,0,0.18,0.3,78.26,0,0,0.07,0,
04/08/2023,0:43:09,243.97,0.87,213.22,3950.13,50,1,0,0.36,0.58,138.34,0.35,0,0.01,0,
04/08/2023,0:43:10,244.16,0.56,133.44,3951,50,0.99,0,0.29,0.43,93.66,0,0,0.03,0,
04/08/2023,0:43:11,243.6,1.39,314.4,3951,50,0.93,0,0,0,0,0,0,0,0,
04/08/2023,0:43:12,243.95,0.81,194.11,3951,50,0.99,0,0.14,0.24,48.84,0,0,0.02,0,
04/08/2023,0:43:13,243.95,0.8,190.56,3951,50,0.98,0,0.09,0.14,25.68,0,0,0.04,0,
04/08/2023,0:43:14,243.8,1.03,231.7,3951,50,0.92,0,0,0,0,0,0,0,0,
04/08/2023,0:43:15,243.71,1.07,258.21,3951,50,0.99,0,0.03,0.01,7.33,0,0,0.02,0,
04/08/2023,0:43:16,243.94,0.83,192,3951,50,0.94,0,0.2,0.2,57.56,0,0,0.05,0,
04/08/2023,0:43:16,244,0.83,186.56,3951,50,0.92,0,0.21,0.32,82.73,0,0,0.03,0,
04/08/2023,0:43:17,243.6,1.45,346.4,3951,50,0.98,0,0,0,0,0,0,0,0,
04/08/2023,0:43:18,244.13,0.69,153,3951,50,0.82,0,0.39,0.55,141.55,0,0,0.12,0,
04/08/2023,0:43:19,244.17,0.69,154.6,3951,50,0.82,0,0.34,0.56,143.9,0,0,0.12,0,
04/08/2023,0:43:20,243.7,1.46,351.2,3951,50,0.99,0,0,0,0,0,0,0,0,
04/08/2023,0:43:21,244.26,0.42,104.61,3951,50,1,0,0.15,0.29,68.22,0,0,0,0,
04/08/2023,0:43:22,243.94,0.98,227.4,3951,50,0.96,0,0.3,0.54,118.66,0,0,0.03,0,
04/08/2023,0:43:23,243.81,1.22,281.67,3951,50,0.96,0,0.18,0.32,67.52,0,0,0.03,0,
04/08/2023,0:43:24,244.1,0.71,173.5,3951,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:43:25,244.03,0.92,210.97,3951,50,0.95,0,0.05,0.15,27.42,0,0,0.04,0,
04/08/2023,0:43:26,243.93,1.09,246.03,3951.07,50,0.92,0,0.1,0.1,23.91,0.26,0,0,0,
04/08/2023,0:43:26,243.8,1.24,278.7,3952,50,0.92,0,0,0,0,0,0,0,0,
04/08/2023,0:43:27,243.9,1.09,272.3,3952,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:43:28,243.84,1.16,276.26,3952,50,0.97,0,0.05,0.06,3.35,0,0,0.03,0,
04/08/2023,0:43:29,243.8,1.21,278.65,3952,50,0.95,0,0,0,0.98,0,0,0,0,
04/08/2023,0:43:30,243.8,1.2,275.1,3952,50,0.94,0,0,0,0,0,0,0,0,
04/08/2023,0:43:31,243.8,1.13,257.35,3952,50,0.93,0,0,0.04,11.08,0,0,0,0,
04/08/2023,0:43:32,244,0.78,177.97,3952,50,0.95,0,0.29,0.49,106.76,0,0,0.03,0,
04/08/2023,0:43:33,244.4,0.11,32.1,3952,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:43:34,244.6,0,1.4,3952,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:43:35,244.6,0,1.45,3952,50,1,0,0,0,0.05,0,0,0,0,
04/08/2023,0:43:36,244.56,0.07,16.65,3952,50,0.99,0,0.15,0.26,58.69,0,0,0.02,0,
04/08/2023,0:43:37,244,1.02,228.8,3952,50,0.92,0,0,0,0,0,0,0,0,
04/08/2023,0:43:37,244,1.05,249.26,3952,50,0.97,0,0,0.02,12.77,0,0,0.03,0,
04/08/2023,0:43:38,244.08,0.92,215.86,3952,50,0.95,0,0.1,0.18,51.77,0,0,0.05,0,
04/08/2023,0:43:39,244.2,0.7,167.21,3952,50,0.91,0,0,0,48.83,0,0,0.03,0,
04/08/2023,0:43:40,243.85,1.33,343.7,3952,50,0.99,0,0.14,0.25,0,0,0,0,0,
04/08/2023,0:43:41,244.13,0.91,212.19,3952,50,0.89,0,0.36,0.57,145.52,0,0,0.11,0,
04/08/2023,0:43:42,244.39,0.48,100.26,3952,50,0.81,0,0.28,0.4,101.23,0,0,0.07,0,
04/08/2023,0:43:43,243.7,1.47,349.6,3952.67,50,0.98,0,0,0,0,0.49,0,0,0,
04/08/2023,0:43:44,244.26,0.56,136.48,3953,50,1,0,0.29,0.47,110.3,0,0,0.01,0,
04/08/2023,0:43:45,244.07,0.84,196.13,3953,50,0.97,0,0.36,0.56,124.97,0,0,0.03,0,
04/08/2023,0:43:46,243.7,1.42,325.2,3953,50,0.94,0,0,0,0,0,0,0,0,
04/08/2023,0:43:47,244.13,0.78,189.13,3953,50,0.99,0,0.18,0.26,55.24,0,0,0.02,0,
04/08/2023,0:43:48,244.09,0.89,206.65,3953,50,0.96,0,0.1,0.2,37.23,0,0,0.04,0,
04/08/2023,0:43:48,244,1.06,241.69,3953,50,0.93,0,0,0.01,3.66,0,0,0.02,0,
04/08/2023,0:43:49,244,1.04,250.7,3953,50,0.99,0,0,0,0,0,0,0,0,
04/08/2023,0:43:50,244.08,0.77,172.78,3953,50,0.92,0,0.04,0.14,40.33,0,0,0.04,0,
04/08/2023,0:43:51,244,0.84,189.58,3953,50,0.92,0,0.21,0.29,75.11,0,0,0.04,0,
04/08/2023,0:43:52,243.6,1.39,334.7,3953,50,0.99,0,0,0,0,0,0,0,0,
04/08/2023,0:43:53,244.12,0.48,100.44,3953,50,0.81,0,0.21,0.37,95.11,0,0,0.07,0,
04/08/2023,0:43:54,243.77,0.94,214.48,3953,50,0.88,0,0.41,0.58,145.31,0,0,0.1,0,
04/08/2023,0:43:55,243.56,1.23,293,3953,50,0.98,0,0.33,0.47,109.31,0,0,0.01,0,
04/08/2023,0:43:56,244.2,0.32,81.8,3953,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:43:57,243.84,0.98,227.24,3953,50,0.96,0,0.3,0.56,122.92,0,0,0.03,0,
04/08/2023,0:43:58,243.71,1.23,284.15,3953,50,0.96,0,0.18,0.33,68.75,0,0,0.03,0,
04/08/2023,0:43:58,244,0.7,174,3953,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:43:59,243.91,1.04,236.07,3953,50,0.93,0,0.03,0.09,17.17,0,0,0.02,0,
04/08/2023,0:44:00,243.85,1.06,247.11,3953.8,50,0.96,0,0.05,0.01,6.4,0.41,0,0.04,0,
04/08/2023,0:44:01,243.86,0.98,233.9,3954,50,0.97,0,0.12,0.14,39.33,0,0,0.04,0,
04/08/2023,0:44:02,244.1,0.72,157.9,3954,50,0.9,0,0,0,0,0,0,0,0,
04/08/2023,0:44:03,243.7,1.18,279.37,3954,50,0.96,0,0.29,0.34,88.9,0,0,0.04,0,
04/08/2023,0:44:04,243.71,1.13,267.89,3954,50,0.94,0,0.37,0.48,123.96,0,0,0.09,0,
04/08/2023,0:44:05,244.3,0.36,69.3,3954,50,0.79,0,0,0,0,0,0,0,0,
04/08/2023,0:44:06,243.55,1.39,329.05,3954,50,0.96,0,0.21,0.29,71.86,0,0,0.05,0,
04/08/2023,0:44:07,243.92,0.77,186.38,3954,50,0.99,0,0.35,0.59,136.26,0,0,0.02,0,
04/08/2023,0:44:08,244.2,0.31,78.9,3954,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:44:09,243.5,1.44,330,3954,50,0.94,0,0,0,0,0,0,0,0,
04/08/2023,0:44:09,243.83,0.93,221.47,3954,50,0.98,0,0.24,0.37,79.44,0,0,0.03,0,
04/08/2023,0:44:10,243.9,0.81,193.03,3954,50,0.97,0,0.15,0.2,37.82,0,0,0.04,0,
04/08/2023,0:44:11,243.7,1.09,244.7,3954,50,0.92,0,0,0,0,0,0,0,0,
04/08/2023,0:44:12,243.8,1.03,250.1,3954,50,0.99,0,0,0,0,0,0,0,0,
04/08/2023,0:44:13,243.88,0.91,212.94,3954,50,0.95,0,0.1,0.16,47.11,0,0,0.05,0,
04/08/2023,0:44:14,244,0.71,157.2,3954,50,0.9,0,0,0,0,0,0,0,0,
04/08/2023,0:44:15,243.5,1.39,336.5,3954,50,0.99,0,0,0,0,0,0,0,0,
04/08/2023,0:44:16,243.97,0.7,158.83,3954,50,0.87,0,0.34,0.51,130.04,0,0,0.09,0,
04/08/2023,0:44:17,243.93,0.72,161.5,3954,50,0.86,0,0.39,0.54,133.94,0,0,0.08,0,
04/08/2023,0:44:18,243.4,1.46,344.5,3954.87,50,0.97,0,0,0,0,0.35,0,0,0,
04/08/2023,0:44:19,244.04,0.52,127.94,3955,50,0.99,0,0.33,0.49,112.08,0,0,0.01,0,
04/08/2023,0:44:19,243.88,0.75,176.52,3955,50,0.98,0,0.41,0.58,130.22,0,0,0.03,0,
04/08/2023,0:44:20,243.45,1.39,319.29,3955,50,0.94,0,0.18,0.2,43.79,0,0,0.02,0,
04/08/2023,0:44:21,244.1,0.65,161,3955,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:44:22,243.88,0.98,224.58,3955,50,0.94,0,0.14,0.2,39.69,0,0,0.04,0,
04/08/2023,0:44:23,243.83,1.07,246.6,3955,50,0.94,0,0.05,0.04,1.61,0,0,0.03,0,
04/08/2023,0:44:24,243.9,1.01,244.4,3955,50,0.99,0,0,0,0,0,0,0,0,
04/08/2023,0:44:25,243.98,0.78,176.56,3955,50,0.92,0,0.04,0.12,35.11,0,0,0.04,0,
04/08/2023,0:44:26,243.84,0.99,229.12,3955,50,0.94,0,0.2,0.33,88.13,0,0,0.05,0,
04/08/2023,0:44:27,243.65,1.31,316.15,3955,50,0.98,0,0.18,0.26,66.8,0,0,0.04,0,
04/08/2023,0:44:28,244.3,0.37,74.7,3955,50,0.82,0,0,0,0,0,0,0,0,
04/08/2023,0:44:29,243.64,1.17,273.29,3955,50,0.93,0,0.41,0.5,123.96,0,0,0.07,0,
04/08/2023,0:44:30,243.58,1.23,290.86,3955,50,0.98,0,0.37,0.49,113.12,0,0,0.01,0,
04/08/2023,0:44:30,244.3,0.28,72.3,3955,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:44:31,243.52,1.31,301.19,3955,50,0.95,0,0.32,0.42,92.93,0,0,0.02,0,
04/08/2023,0:44:32,243.45,1.4,327.44,3955.73,50,0.96,0,0.05,0.07,9.91,0.46,0,0.02,0,
04/08/2023,0:44:33,243.51,1.3,308.65,3956,50,0.97,0,0.04,0.07,22.55,0,0,0.02,0,
04/08/2023,0:44:34,243.6,1.12,253.1,3956,50,0.92,0,0,0,0,0,0,0,0,
04/08/2023,0:44:35,243.66,1.09,248.18,3956,50,0.94,0,0.05,0.03,4.16,0,0,0.02,0,
04/08/2023,0:44:36,243.72,1.06,243.2,3956,50,0.95,0,0.04,0.01,3.52,0,0,0.01,0,
04/08/2023,0:44:37,243.8,1.05,236.4,3956,50,0.93,0,0,0,0,0,0,0,0,
04/08/2023,0:44:38,244.06,0.96,233.89,3956,50,0.99,0,0.11,0.03,1.02,0,0,0.02,0,
04/08/2023,0:44:39,244.37,0.44,109.77,3956,50,1,0,0.26,0.49,119.8,0,0,0,0,
04/08/2023,0:44:40,244.6,0,1.5,3956,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:44:40,244.6,0,1.5,3956,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:44:41,244.66,0,1.5,3956,50,1,0,0.05,0,0,0,0,0,0,
04/08/2023,0:44:42,244.48,0.29,67.22,3956,50,0.99,0,0.46,0.6,136.05,0,0,0.02,0,
04/08/2023,0:44:43,243.6,1.45,330.1,3956,50,0.94,0,0,0,0,0,0,0,0,
04/08/2023,0:44:44,244.03,0.73,175.66,3956,50,0.99,0,0.18,0.29,62.7,0,0,0.02,0,
04/08/2023,0:44:45,243.94,0.87,202.83,3956,50,0.96,0,0.15,0.24,49.32,0,0,0.04,0,
04/08/2023,0:44:46,243.8,1.1,247.4,3956,50,0.93,0,0,0,0,0,0,0,0,
04/08/2023,0:44:47,243.8,1,240.59,3956,50,1,0,0,0.03,1.88,0,0,0.02,0,
04/08/2023,0:44:48,243.98,0.85,196.48,3956,50,0.95,0,0.15,0.12,36.87,0,0,0.05,0,
04/08/2023,0:44:49,243.97,0.91,209.03,3956,50,0.93,0,0.23,0.27,71.45,0,0,0.03,0,
04/08/2023,0:44:50,243.6,1.35,323.5,3956,50,0.98,0,0,0,0,0,0,0,0,
04/08/2023,0:44:51,244.25,0.46,97.63,3956,50,0.86,0,0.18,0.25,62.48,0,0,0.03,0,
04/08/2023,0:44:51,244.07,0.75,169.63,3956.33,50,0.89,0,0.34,0.52,129.01,0.49,0,0.06,0,
04/08/2023,0:44:52,243.6,1.46,345.9,3957,50,0.97,0,0,0,0,0,0,0,0,
04/08/2023,0:44:53,244.4,0.27,68.9,3957,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:44:54,244.07,1.09,251.17,3957,50,0.96,0,0.24,0.6,133.41,0,0,0.03,0,
04/08/2023,0:44:55,244.06,1.27,291.9,3957,50,0.96,0,0.27,0.4,86.51,0,0,0.03,0,
04/08/2023,0:44:56,244.5,0.62,153.3,3957,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:44:57,244.28,0.98,224.95,3957,50,0.95,0,0.14,0.22,44.72,0,0,0.03,0,
04/08/2023,0:44:58,244.23,1.07,249,3957,50,0.95,0,0.05,0.05,2.93,0,0,0.03,0,
04/08/2023,0:44:59,244.3,1,245,3957,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:45:00,244.5,0.77,170.4,3957,50,0.91,0,0,0,0,0,0,0,0,
04/08/2023,0:45:01,244.23,1.17,276.27,3957,50,0.96,0,0.2,0.29,77.49,0,0,0.04,0,
04/08/2023,0:45:01,244.26,1.11,263.79,3957,50,0.95,0,0.27,0.44,112.28,0,0,0.07,0,
04/08/2023,0:45:02,244.7,0.41,83.9,3957,50,0.84,0,0,0,0,0,0,0,0,
04/08/2023,0:45:03,244.26,1.18,275.08,3957,50,0.94,0,0.27,0.48,119.33,0,0,0.06,0,
04/08/2023,0:45:04,244.33,1.05,250.4,3957,50,0.98,0,0.34,0.59,137.89,0,0,0.01,0,
04/08/2023,0:45:05,244.8,0.24,62,3957,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:45:06,244,1.49,340,3957,50,0.93,0,0,0,0,0,0,0,0,
04/08/2023,0:45:07,244.4,0.91,214.47,3957,50,0.98,0,0.29,0.43,91.88,0,0,0.03,0,
04/08/2023,0:45:08,244.59,0.65,158.53,3957,50,1,0,0.05,0.13,26.44,0,0,0.02,0,
04/08/2023,0:45:09,244.4,1.12,254.1,3957.4,50,0.93,0,0,0,0,0.51,0,0,0,
04/08/2023,0:45:10,244.47,1.01,242.22,3958,50,0.98,0,0.05,0.07,7.42,0,0,0.03,0,
04/08/2023,0:45:11,244.53,0.91,215.93,3958,50,0.97,0,0.05,0.1,32.16,0,0,0.04,0,
04/08/2023,0:45:11,244.6,0.78,172,3958,50,0.91,0,0,0,0,0,0,0,0,
04/08/2023,0:45:12,244.3,1.34,320.6,3958,50,0.98,0,0,0,0,0,0,0,0,
04/08/2023,0:45:13,244.54,0.97,227,3958,50,0.93,0,0.3,0.47,118.66,0,0,0.06,0,
04/08/2023,0:45:14,244.85,0.48,103.87,3958,50,0.87,0,0.18,0.27,66.9,0,0,0.03,0,
04/08/2023,0:45:15,244.2,1.46,345.7,3958,50,0.97,0,0,0,0,0,0,0,0,
04/08/2023,0:45:16,244.71,0.57,137.73,3958,50,0.99,0,0.32,0.56,129.81,0,0,0.01,0,
04/08/2023,0:45:17,244.62,0.75,174.9,3958,50,0.98,0,0.35,0.64,143,0,0,0.03,0,
04/08/2023,0:45:18,244.2,1.5,344.1,3958,50,0.94,0,0,0,0,0,0,0,0,
04/08/2023,0:45:19,244.6,0.78,147.6,3958,50,0.88,0,0.21,0.37,0,0,0,0.25,0,
04/08/2023,0:45:20,244.61,0.84,196.69,3958,50,0.96,0,0.1,0.27,54.33,0,0,0.04,0,
04/08/2023,0:45:21,244.5,1.11,252,3958,50,0.93,0,0,0.04,3.1,0,0,0.02,0,
04/08/2023,0:45:21,244.5,0.98,240.8,3958,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:45:22,244.57,0.84,192.84,3958,50,0.93,0,0.05,0.09,29.94,0,0,0.04,0,
04/08/2023,0:45:23,244.48,1,230.76,3958,50,0.94,0,0.15,0.26,70.18,0,0,0.04,0,
04/08/2023,0:45:24,244.3,1.31,313.8,3958.07,50,0.98,0,0,0,0,0.26,0,0,0,
04/08/2023,0:45:25,244.82,0.53,116.72,3959,50,0.87,0,0.21,0.32,80.01,0,0,0.05,0,
04/08/2023,0:45:26,244.62,0.9,205.45,3959,50,0.91,0,0.31,0.53,131.73,0,0,0.06,0,
04/08/2023,0:45:27,244.39,1.28,303.98,3959,50,0.97,0,0.25,0.43,99.02,0,0,0.01,0,
04/08/2023,0:45:28,245,0.23,60.1,3959,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:45:29,244.36,1.25,285.06,3959,50,0.94,0,0.33,0.53,116.43,0,0,0.03,0,
04/08/2023,0:45:30,244.32,1.32,302.5,3959,50,0.94,0,0.25,0.37,80.32,0,0,0.03,0,
04/08/2023,0:45:31,244.8,0.6,147.3,3959,50,1,0,0,0,0,0,0,0,0,
04/08/2023,0:45:32,244.37,1.07,243.67,3959,50,0.94,0,0.18,0.19,39.13,0,0,0.02,0,
04/08/2023,0:45:32,244.35,1.04,244.42,3959,50,0.97,0,0.05,0.1,13.63,0,0,0.04,0,
